開発した	開発	開発	developed	developed	develop	21293
検討した	検討	検討	examined	examined	examine	20439
検討した	検討	検討	examined	examined	examine	17557
開発した	開発	開発	developed	developed	develop	16867
測定した	測定	測定	measured	measured	measure	13331
測定した	測定	測定	measured	measured	measure	9578
報告した	報告	報告	reported	reported	report	9441
増加した	増加	増加	increased	increased	increase	9219
概説した	概説	概説	outlined	outlined	outline	9218
報告した	報告	報告	reported	reported	report	8645
概説した	概説	概説	outlined	outlined	outline	8005
解析した	解析	解析	analyzed	analyzed	analyze	6366
計算した	計算	計算	calculated	calculated	calculate	5423
評価した	評価	評価	evaluated	evaluated	evaluate	5325
検討した	検討	検討	investigated	investigated	investigate	5239
確認した	確認	確認	confirmed	confirmed	confirm	5156
増加した	増加	増加	increased	increased	increase	4768
検討した	検討	検討	investigated	investigated	investigate	4640
解析した	解析	解析	analyzed	analyzed	analyze	4551
確認した	確認	確認	confirmed	confirmed	confirm	4342
評価した	評価	評価	evaluated	evaluated	evaluate	4170
使用した	使用	使用	used	used	use	3975
計算した	計算	計算	calculated	calculated	calculate	3936
出現した	出現	出現	appeared	appeared	appear	3797
研究した	研究	研究	investigated	investigated	investigate	3614
比較した	比較	比較	compared	compared	compare	3587
調査した	調査	調査	investigated	investigated	investigate	3342
研究した	研究	研究	investigated	investigated	investigate	3324
開発した	開発	開発	have been developed	have been developed	develop	3228
開発した	開発	開発	has been developed	has been developed	develop	3228
紹介した	紹介	紹介	presented	presented	present	2966
決定した	決定	決定	determined	determined	determine	2961
開発した	開発	開発	have been developed	have been developed	develop	2707
開発した	開発	開発	has been developed	has been developed	develop	2707
開始した	開始	開始	started	started	start	2659
紹介した	紹介	紹介	presented	presented	present	2632
採用した	採用	採用	adopted	adopted	adopt	2527
考察した	考察	考察	examined	examined	examine	2467
使用して	使用	使用	using	using	use	2430
分析した	分析	分析	analyzed	analyzed	analyze	2420
利用して	利用	利用	using	using	use	2412
決定した	決定	決定	determined	determined	determine	2396
比較した	比較	比較	compared	compared	compare	2344
調査した	調査	調査	investigated	investigated	investigate	2341
設計した	設計	設計	designed	designed	design	2324
使用した	使用	使用	used	used	use	2306
示唆された	示唆	示唆	indicated	indicated	indicate	2205
合成した	合成	合成	synthesized	synthesized	synthesize	2129
考察した	考察	考察	examined	examined	examine	2100
開発された	開発	開発	developed	developed	develop	2066
同定した	同定	同定	identified	identified	identify	1980
実現した	実現	実現	realized	realized	realize	1971
提示した	提示	提示	presented	presented	present	1952
評価する	評価	評価	evaluate	evaluate	evaluate	1915
関連した	関連	関連	related	related	relate	1871
開発した	開発	開発	was developed	developed	develop	1851
開発した	開発	開発	were developed	developed	develop	1851
増大した	増大	増大	increased	increased	increase	1791
開始した	開始	開始	started	started	start	1784
出現した	出現	出現	appeared	appeared	appear	1749
示唆した	示唆	示唆	indicated	indicated	indicate	1714
分析した	分析	分析	analyzed	analyzed	analyze	1636
示唆した	示唆	示唆	indicated	indicated	indicate	1622
実現する	実現	実現	realize	realize	realize	1618
検討した	検討	検討	was examined	examined	examine	1601
検討した	検討	検討	were examined	examined	examine	1601
考察した	考察	考察	discussed	discussed	discuss	1521
採用した	採用	採用	adopted	adopted	adopt	1494
同定した	同定	同定	identified	identified	identify	1492
記述した	記述	記述	described	described	describe	1490
